emp_no,last_name,first_name,gender,to_date,salary
103898,Rosin,Saeed,M,9999-01-01,89803
103913,Yurov,Shahid,F,9999-01-01,50892
103918,Jenevein,Seshu,F,9999-01-01,42579
103988,Griswold,Mary,M,9999-01-01,76665
103926,Camarinopoulos,Jiafu,M,9999-01-01,83559
104005,Molenkamp,Ibibia,F,9999-01-01,40000
103936,Bolsens,Chikako,M,9999-01-01,45650
103938,Frolund,Toshimi,M,9999-01-01,40000
103939,Begiun,Ugo,M,9999-01-01,74770
103951,Luders,Eben,M,9999-01-01,40000
104011,Journel,Masanao,M,9999-01-01,68704
103960,Brobst,Fusako,F,9999-01-01,40000
104014,Krohn,Honglan,M,9999-01-01,48888
103971,Journel,Gritta,M,9999-01-01,40000
104021,Mondadori,Yonghoan,M,9999-01-01,40000
104029,Pagter,Alper,M,9999-01-01,78220
104035,Chandrasekhar,Sivanarayana,F,9999-01-01,77134
104047,Zweizig,Girolamo,F,9999-01-01,40000
104184,Ventosa,Roselyn,M,9999-01-01,40000
104196,Norsworthy,Dulce,F,9999-01-01,40000
104054,Rothe,Uinam,F,9999-01-01,51886
104203,Gyorkos,Shigenori,F,9999-01-01,72926
104210,Schaaf,Ziyad,F,9999-01-01,40000
104212,Driscoll,Bedrich,M,9999-01-01,54803
104060,Baca,Moriyoshi,M,9999-01-01,40000
104222,Wursthorn,Gretta,F,9999-01-01,40000
104223,Waymire,Mantis,M,9999-01-01,71987
104073,Peral,Vitali,M,9999-01-01,79549
104233,Kolvik,Cordelia,F,9999-01-01,43781
104091,Mawatari,Shrikanth,M,9999-01-01,88769
104254,Lichtner,Tuval,F,9999-01-01,50220
104266,Antonakopoulos,Kiyokazu,F,9999-01-01,42290
104092,Vitiello,Abdelaziz,M,9999-01-01,48196
104093,Streng,Cristinel,M,9999-01-01,50592
104294,Flowers,Siddarth,M,9999-01-01,46683
104122,Schreiter,Georg,M,9999-01-01,40000
104312,Hettesheimer,Suzette,M,9999-01-01,74364
104313,Thisen,Makato,M,9999-01-01,40000
104315,Woycyznski,Georgi,M,9999-01-01,40000
104316,Demeyer,Kristian,M,9999-01-01,43226
104328,Setlzner,Luerbio,F,9999-01-01,57862
104336,Lagarias,Shigeu,M,9999-01-01,41393
104130,Rodiger,Kazuhira,M,9999-01-01,40000
104135,Servi,Yaghout,M,9999-01-01,80914
104143,Morton,Gino,M,9999-01-01,40000
104352,Samarati,Xiaoheng,F,9999-01-01,59241
104144,Staelin,Gilbert,M,9999-01-01,40000
104361,Msuda,Zhongwei,F,9999-01-01,40000
104363,Xiaoshan,Mansur,M,9999-01-01,66971
104366,Erman,Yaghout,M,9999-01-01,40000
104145,Selvestrel,Mang,M,9999-01-01,40000
104369,Fandrianto,Elliott,F,9999-01-01,74877
104153,Chaudhury,Almudena,F,9999-01-01,40000
104160,Kamber,Kotesh,F,9999-01-01,57764
104399,Schnelling,Dipankar,F,9999-01-01,40000
104402,Molenaar,Gonzalo,M,9999-01-01,74547
104404,Usery,Yoshinari,M,9999-01-01,73443
104411,Desikan,Zengping,F,9999-01-01,40000
104163,Ambroszkiewicz,Yishay,M,9999-01-01,49990
104536,Ernst,Shooichi,M,9999-01-01,74153
104431,Kenevan,Xuedong,F,9999-01-01,45628
104452,Lorin,Paloma,M,9999-01-01,40000
104537,Schnelling,Sadun,M,9999-01-01,43916
104462,Randt,Tomofumi,M,9999-01-01,51689
104467,Panwar,Anoosh,M,9999-01-01,40000
104478,Goodrum,Shrikanth,M,9999-01-01,46511
104480,Randt,Arif,M,9999-01-01,87795
104503,Kalefeld,Poornachandra,M,9999-01-01,40000
104504,Kilgore,Waiman,F,9999-01-01,44682
104508,Thummel,Wilmer,M,9999-01-01,58000
104510,Eppinger,Willard,M,9999-01-01,74238
104517,Demri,Kazuhide,F,9999-01-01,66270
104520,Neimat,Vishv,F,9999-01-01,76708
104549,Sabnani,Chaoyi,M,9999-01-01,53559
104557,Kushnir,Turgut,M,9999-01-01,75651
104577,Ibel,Kellyn,M,9999-01-01,40000
104736,Birke,Shuky,M,9999-01-01,43181
104745,Lichtner,Hongzhu,F,9999-01-01,40000
104748,Bennet,Xianlong,F,9999-01-01,40000
104753,Zongker,Along,F,9999-01-01,40000
104755,Zschoche,Tetsurou,M,9999-01-01,48669
104760,Gulla,Gian,F,9999-01-01,40000
104592,Chinin,Gift,M,9999-01-01,69015
104767,Hinsberger,Venkatesan,F,9999-01-01,44001
104772,VanScheik,Yannik,M,9999-01-01,63539
104779,Hartvigsen,Sergi,F,9999-01-01,71875
104783,Mullainathan,Lech,F,9999-01-01,46818
104785,Porotnikoff,Przemyslawa,F,9999-01-01,40000
104593,Maksimenko,Arno,F,9999-01-01,40000
104610,Peak,Fusako,M,9999-01-01,61345
104801,Hardjono,Fatemeh,F,9999-01-01,44627
104819,Granlund,Rildo,F,9999-01-01,78003
104625,Vendrig,Odoardo,M,9999-01-01,40000
104626,Zaiane,Patricio,M,9999-01-01,40000
104852,Munawer,Theirry,M,9999-01-01,52882
104637,dAstous,Basant,F,9999-01-01,59793
104866,Gelosh,Anestis,M,9999-01-01,83471
104870,Peltason,Nectarios,M,9999-01-01,94450
104875,Schrooten,Francesca,F,9999-01-01,72081
104640,Conia,Chaosheng,M,9999-01-01,41338
104877,DasSarma,Arif,F,9999-01-01,40000
104882,Asrin,Gererd,M,9999-01-01,48579
104644,Lieblein,Yuguang,F,9999-01-01,49794
104894,Schaft,Phule,M,9999-01-01,54118
104897,Merks,Marl,M,9999-01-01,81224
104658,Ratnakar,Mrinalini,F,9999-01-01,52965
104670,Cappelletti,Tzvetan,M,9999-01-01,40000
104911,Kruskal,Sanjai,F,9999-01-01,40000
104682,Speek,Toshimori,M,9999-01-01,60251
104921,Chandrasekhar,Kellie,F,9999-01-01,47602
104929,Oppitz,Radhia,M,9999-01-01,40562
104931,Delaune,Kristin,F,9999-01-01,98125
104939,Masamoto,Armond,F,9999-01-01,56152
104696,Aseltine,Lansing,F,9999-01-01,40000
104941,Schaap,Yonghong,M,9999-01-01,43708
104945,Polupanov,Gro,F,9999-01-01,52910
104710,Trogemann,Munenori,M,9999-01-01,88948
104977,Yetim,Shounak,F,9999-01-01,52210
104711,Vural,Herb,M,9999-01-01,54612
104718,Brandsma,Lorien,M,9999-01-01,44493
104993,Sluis,Takahiro,M,9999-01-01,43732
105002,Millington,Jingling,M,9999-01-01,61818
105093,Fontet,Lalit,M,9999-01-01,55151
105033,Quadeer,Takahira,M,9999-01-01,58325
105095,Leppanen,Steen,F,9999-01-01,45472
105040,Erbe,Vojin,M,9999-01-01,58016
105100,Fabrizio,Boguslaw,M,9999-01-01,40000
105053,Vernadat,Gian,F,9999-01-01,40000
105060,Rosin,Manu,M,9999-01-01,58083
105103,Zambonelli,Elvis,M,9999-01-01,48862
105120,Litzler,Dannz,M,9999-01-01,40000
105072,Atchley,Gennadi,F,9999-01-01,40377
105075,Keohane,Kiyotoshi,M,9999-01-01,59902
105081,Gyorkos,Yechezkel,M,9999-01-01,50813
105085,Bach,Mamdouh,F,9999-01-01,40000
105123,Schwaller,Bernd,M,9999-01-01,40000
105131,Sidou,Sandeepan,M,9999-01-01,83618
105278,Gyimothy,Hisao,M,9999-01-01,40000
105143,Dulli,Tse,M,9999-01-01,60706
105291,Goldhammer,Nagui,F,9999-01-01,40000
105296,Peha,Conor,M,9999-01-01,78182
105146,Katzenelson,Martins,M,9999-01-01,45494
105304,Steinauer,Nikolaus,F,9999-01-01,42004
105311,Conry,Mohammad,F,9999-01-01,62523
105313,McFarlin,Richara,F,9999-01-01,66797
105152,Cesareni,Mikhail,M,9999-01-01,47925
105319,Rebaine,Tru,M,9999-01-01,40000
105162,Alencar,Heon,M,9999-01-01,46346
105326,Comte,Almudena,M,9999-01-01,40000
105328,Hoppenstand,Alain,M,9999-01-01,40000
105167,Comyn,Lillian,M,9999-01-01,68908
105346,Gluchowski,Pradeep,F,9999-01-01,40000
105184,Luck,Mabo,F,9999-01-01,67146
105357,Billawala,Martien,M,9999-01-01,40000
105365,Backhouse,Iara,F,9999-01-01,40000
105202,Jording,Susumu,F,9999-01-01,48818
105388,Lorch,Sarita,F,9999-01-01,40748
105391,Peac,Vidya,M,9999-01-01,40000
105396,Strehl,Sajjan,F,9999-01-01,65691
105401,Anguita,Babette,M,9999-01-01,40000
105406,Viele,Hongzhu,M,9999-01-01,40000
105408,Gihr,Adit,F,9999-01-01,68754
105204,Schaad,Ennio,M,9999-01-01,52936
105410,Morton,Foong,F,9999-01-01,40000
105208,Grospietsch,Moon,M,9999-01-01,53701
105417,Matzel,Rajmohan,M,9999-01-01,65530
105421,Schrooten,Sadun,F,9999-01-01,40000
105425,Peir,Minghong,F,9999-01-01,56218
105222,Weiland,Gaetan,M,9999-01-01,49060
105441,Haldar,Abdelghani,F,9999-01-01,77975
105223,Manders,Jiakeng,M,9999-01-01,48708
105226,Menyhert,Murthy,F,9999-01-01,55174
105234,Navazio,Frederique,M,9999-01-01,40000
105239,Perl,Bartek,M,9999-01-01,68174
105466,Servi,Shih,M,9999-01-01,40000
105241,Ulupinar,Arra,M,9999-01-01,52992
105259,Wiegley,Mohamadou,M,9999-01-01,66711
105485,Danner,Magy,F,9999-01-01,40000
105489,Sadowski,Jasminko,M,9999-01-01,78258
105498,Kohling,Shuzo,M,9999-01-01,40000
105261,Rullman,Domenick,M,9999-01-01,40000
105515,Kandlur,Mototsugu,M,9999-01-01,48243
105264,Simkin,Chrisa,F,9999-01-01,56850
105521,Hofman,Toshiko,F,9999-01-01,57333
105662,Hoogerwoord,Jinpo,F,9999-01-01,45070
105532,Sluis,Christophe,F,9999-01-01,47690
105533,Falby,Zijian,M,9999-01-01,40000
105541,Gils,Otmar,M,9999-01-01,40000
105543,Fabrizio,True,F,9999-01-01,60981
105544,Mitsuhashi,Feiyu,M,9999-01-01,40000
105546,Coombs,Dhritiman,F,9999-01-01,40000
105560,Zeleznik,Dmitri,M,9999-01-01,40000
105561,Baja,Mariangiola,M,9999-01-01,40000
105564,Parhami,Jaihie,M,9999-01-01,40000
105572,Haldar,Vivian,F,9999-01-01,74472
105665,Falco,Tonia,F,9999-01-01,68953
105581,Hanabata,Rasikan,M,9999-01-01,40000
105587,Demri,Kwun,F,9999-01-01,40000
105593,Liesche,Kankanahalli,F,9999-01-01,40000
105595,Hmelo,Gino,M,9999-01-01,69111
105601,Skafidas,Shridhar,M,9999-01-01,40000
105603,Sommer,Masoud,M,9999-01-01,101872
105618,Bugaenko,Kazunori,M,9999-01-01,40000
105633,Androutsos,Dmitry,M,9999-01-01,40000
105634,Mullainathan,Szabolcs,F,9999-01-01,50519
105637,Tagansky,Remko,M,9999-01-01,40000
105670,Rijsenbrij,Arumugam,F,9999-01-01,40000
105674,Kropatsch,Lalit,M,9999-01-01,54441
105839,Rosca,Ziyad,M,9999-01-01,53442
105681,Mikschl,Pranav,F,9999-01-01,57728
105852,Beetstra,Filipe,M,9999-01-01,61179
105860,Juneja,Heeju,F,9999-01-01,40000
105682,Juneja,Kerhong,F,9999-01-01,71347
105876,Junet,Eldridge,M,9999-01-01,40000
105705,Mellouli,Ghassan,F,9999-01-01,40000
105878,Malabarba,Dhritiman,F,9999-01-01,40000
105884,Esposito,Arvind,F,9999-01-01,54610
105886,Mitchem,Stafford,M,9999-01-01,79210
105889,Blokdijk,Constantino,M,9999-01-01,56143
105910,Zaccaria,Guozhong,M,9999-01-01,42079
105716,Milicia,Ipke,M,9999-01-01,52731
105915,Pearson,Marsal,M,9999-01-01,47819
105921,Gubsky,Willard,M,9999-01-01,53323
105926,Mansanne,Shahid,F,9999-01-01,56038
105722,Riefers,Maik,M,9999-01-01,71753
105934,Langford,Gor,M,9999-01-01,43607
105935,Koshiba,Danai,M,9999-01-01,49967
105726,Randt,Jagoda,M,9999-01-01,43572
105738,Jenevein,Qiwen,M,9999-01-01,47442
105965,Kolvik,Djelloul,F,9999-01-01,60694
105981,Tyugu,Bedir,M,9999-01-01,67011
105739,Journel,Zine,M,9999-01-01,41695
105987,Geffroy,Vojin,F,9999-01-01,40000
105991,Raczkowsky,Ronnie,M,9999-01-01,40000
105766,Callaway,Boutros,F,9999-01-01,40239
105998,Sanella,Herb,F,9999-01-01,40508
106003,Kemmerer,Przemyslawa,M,9999-01-01,70147
106007,Ligten,Trygve,F,9999-01-01,68938
106011,Takanami,Youpyo,M,9999-01-01,73579
105776,Chinen,Lokesh,M,9999-01-01,40000
105781,Rousseau,Billur,F,9999-01-01,43821
105786,Goodrum,Ymte,F,9999-01-01,40000
105789,Fordan,Qingxiang,M,9999-01-01,59645
106031,Peron,Hein,M,9999-01-01,51827
105800,Baig,Golgen,M,9999-01-01,85698
106040,Terekhov,Atreye,M,9999-01-01,48790
106042,Calkin,Jiann,F,9999-01-01,40000
106048,Schlumberger,Urs,F,9999-01-01,76731
106049,Zhang,Tran,M,9999-01-01,82610
105809,Frolund,Remko,M,9999-01-01,40000
106063,Baaz,Florian,M,9999-01-01,88281
105810,Shihab,Subhankar,F,9999-01-01,49644
106083,Panangaden,Jacopo,M,9999-01-01,73602
105817,Junot,Mihalis,M,9999-01-01,41926
106091,Nittel,Mark,F,9999-01-01,50394
106095,Staelin,Zengping,F,9999-01-01,42341
106206,Schlenzig,Behnaam,M,9999-01-01,40000
106107,Undy,Hidde,F,9999-01-01,61234
106113,Gill,Shigenori,M,9999-01-01,40000
106121,Tiemann,Moni,M,9999-01-01,40000
106132,Schapiro,Yinlin,F,9999-01-01,45501
106133,Heijenga,Guadalupe,M,9999-01-01,62184
106212,Pluym,Kristof,F,9999-01-01,51759
106161,Baba,Rafael,M,9999-01-01,40000
106163,Marwedel,Moto,M,9999-01-01,40462
106166,Lukaszewicz,Sahrah,M,9999-01-01,43575
106214,Demir,Valdiodio,M,9999-01-01,45338
106177,DuCasse,Zongyan,M,9999-01-01,40000
106222,Uludag,Shim,F,9999-01-01,76443
106186,Sewelson,Gonzalo,M,9999-01-01,102905
106187,Rassart,Kazuyasu,F,9999-01-01,72190
106190,Kobuchi,Rosalyn,M,9999-01-01,68272
106192,Calkin,Alejandra,M,9999-01-01,40000
106197,Ciolek,Geraldo,M,9999-01-01,47431
106198,Uhrig,Ayakannu,F,9999-01-01,58620
106240,Ramras,Shen,F,9999-01-01,46408
106254,Lowrie,Gian,M,9999-01-01,78781
106255,Furedi,Luigi,M,9999-01-01,71684
106256,Michaeli,Yakichi,M,9999-01-01,40000
106278,Nooteboom,Chanjung,F,9999-01-01,83509
106411,Marletta,Anyuan,F,9999-01-01,40000
106417,Clouatre,Kwun,M,9999-01-01,40000
106425,Rohrbach,Beshir,M,9999-01-01,47711
106435,Christ,Collette,M,9999-01-01,62696
106441,Narahari,Erzsebet,M,9999-01-01,68396
106442,Yeung,Mihalis,F,9999-01-01,61615
106293,Schicker,Froduald,M,9999-01-01,66303
106447,Herber,Tadanori,M,9999-01-01,49865
106451,Tibblin,Jiong,M,9999-01-01,67407
106457,Frezza,Toshimitsu,M,9999-01-01,46491
106462,Decaestecker,Chanjung,M,9999-01-01,47904
106463,Poulakidas,Janalee,F,9999-01-01,41222
106307,Lunn,Gil,F,9999-01-01,40000
106465,Guting,Nidapan,M,9999-01-01,40000
106466,Anick,Wayne,M,9999-01-01,47606
106482,Selenyi,Alselm,F,9999-01-01,77323
106487,Ramsey,Khalil,F,9999-01-01,61975
106317,Busillo,Lein,M,9999-01-01,40831
106504,Panangaden,Tremaine,F,9999-01-01,40000
106319,Azulay,Jayson,M,9999-01-01,70493
106320,Gils,Lein,M,9999-01-01,61408
106331,Lorch,Fumiko,F,9999-01-01,40000
106531,Eiron,Shuky,M,9999-01-01,51029
106536,Koblick,Ramachenga,M,9999-01-01,40000
106340,Plotkin,Giordano,M,9999-01-01,53526
106547,dAstous,Quingbo,M,9999-01-01,62082
106548,Masada,Nechama,M,9999-01-01,40000
106552,Schaap,Abdulla,F,9999-01-01,49915
106555,Gaughan,Rosalyn,F,9999-01-01,72049
106558,Brobst,Otilia,F,9999-01-01,41656
106560,Baar,Tsuneo,M,9999-01-01,40000
106567,Chepyzhov,Weiye,F,9999-01-01,40000
106346,Cronan,Perry,M,9999-01-01,40000
106355,Schmiedel,Lena,M,9999-01-01,63655
106364,Muhlberg,Bowen,M,9999-01-01,40000
106582,Coney,Yinlin,F,9999-01-01,43391
106584,Heydon,Petter,M,9999-01-01,40000
106587,Ranka,Heekeun,M,9999-01-01,40000
106589,Weedman,Krister,M,9999-01-01,72652
106592,Schade,Dipayan,M,9999-01-01,40000
106383,Denny,Yechezkel,M,9999-01-01,80175
106606,Wynblatt,Yuuichi,M,9999-01-01,40000
106611,Vecchi,Shir,M,9999-01-01,40000
106616,Braunschweig,Luigi,F,9999-01-01,40000
106756,Suessmith,Arup,F,9999-01-01,71811
106630,Maliniak,Vojin,M,9999-01-01,101633
106633,Kugler,Jinxi,M,9999-01-01,40000
106634,Rettelbach,Ingmar,F,9999-01-01,77974
106645,Murtagh,Mechthild,F,9999-01-01,59196
106648,Masamoto,Khue,M,9999-01-01,55524
106764,Bernardinello,Bedrich,M,9999-01-01,41988
106667,Anick,Stabislas,M,9999-01-01,50340
106670,Provine,Uli,M,9999-01-01,53246
106678,Oppitz,Vishwani,F,9999-01-01,42908
106679,Tasistro,Mahmut,F,9999-01-01,40500
106684,Unno,Tayeb,M,9999-01-01,70215
106690,Heyers,Shushma,M,9999-01-01,40963
106703,Kuzuoka,Gennady,M,9999-01-01,40000
106721,Furedi,Shigehiro,F,9999-01-01,53043
106736,Raczkowsky,Marla,M,9999-01-01,41285
106737,Rosay,Shigeu,M,9999-01-01,56136
106743,Erez,Alselm,M,9999-01-01,40000
106773,Simmel,Tokuyasu,M,9999-01-01,45174
106795,Binding,Arlette,M,9999-01-01,40858
106942,Klassen,Eckart,M,9999-01-01,50073
106797,Raoux,Aran,F,9999-01-01,58863
106943,Pintelas,Fai,M,9999-01-01,46746
106946,Luiz,Oksana,M,9999-01-01,100204
106798,Dratva,Phillip,M,9999-01-01,59998
106953,Riesenhuber,Navid,F,9999-01-01,51195
106819,Coombs,Takahira,F,9999-01-01,50336
106981,Vilarrasa,Maren,M,9999-01-01,40000
106836,Ghemri,Yurii,M,9999-01-01,49410
106985,Pfau,Adhemar,F,9999-01-01,40000
106987,Gist,Naftali,F,9999-01-01,40000
106994,Penttonen,Becky,F,9999-01-01,54805
107000,Uchoa,Bowen,F,9999-01-01,58611
106838,Luke,Hatem,F,9999-01-01,60711
106843,Miara,Mansur,M,9999-01-01,64995
107018,Braunmuhl,Temple,F,9999-01-01,40000
107019,Majewski,Noritoshi,M,9999-01-01,81407
106845,Niizuma,Urs,M,9999-01-01,43858
107025,Sidje,Geoff,M,9999-01-01,44790
106868,Tagansky,Roselyn,F,9999-01-01,70730
107032,Schlenzig,Navid,F,9999-01-01,84400
107053,Macedo,Chinho,M,9999-01-01,40000
106869,Mullainathan,Claudi,F,9999-01-01,43859
106877,Hemaspaandra,Temple,F,9999-01-01,56319
107077,Dichev,Faiza,M,9999-01-01,40000
106897,Chaudhury,Susanna,M,9999-01-01,86978
107090,Ferretti,Stein,M,9999-01-01,43398
107101,Crabtree,Moni,M,9999-01-01,40232
107103,Schapire,Ranga,M,9999-01-01,57771
107110,Lodder,Wonhee,M,9999-01-01,54147
107113,VanScheik,Sushant,F,9999-01-01,65971
106914,Zuberek,Ayakannu,F,9999-01-01,40000
107118,Skogmar,Jordanka,M,9999-01-01,40000
107119,Ouhyoung,Brewster,F,9999-01-01,40000
106928,Merks,Hongzhu,F,9999-01-01,50376
107131,Streng,Lijie,M,9999-01-01,45823
107134,Rosti,Oscar,M,9999-01-01,40000
106933,Rahimi,Moni,M,9999-01-01,89360
107145,Zielinski,Munehiko,M,9999-01-01,40000
106935,Farrow,Kazuhiko,F,9999-01-01,78007
107320,Chepyzhov,Giordano,F,9999-01-01,40000
107160,Christianini,Wayne,F,9999-01-01,48722
107173,Luga,Kellie,F,9999-01-01,66709
107329,Kavvadias,Shigenori,M,9999-01-01,58795
107330,Bednarek,Navid,F,9999-01-01,72573
107205,Granlund,Kasturi,F,9999-01-01,56416
107332,Emmart,Dmitry,M,9999-01-01,74461
107209,Zaiane,Leszek,F,9999-01-01,40000
107340,Peroz,JiYoung,F,9999-01-01,40000
107341,Garnick,Felicidad,M,9999-01-01,43265
107346,Kobuchi,Arto,M,9999-01-01,40000
107245,Docker,Horward,M,9999-01-01,68492
107246,Naudin,Eran,F,9999-01-01,40000
107254,Simmen,Dmitry,F,9999-01-01,40000
107258,Zaumen,Parviz,F,9999-01-01,87036
107359,Lamma,Xiong,M,9999-01-01,69866
107262,Butterworth,Feiyu,M,9999-01-01,40000
107264,Chinin,Josyula,M,9999-01-01,40000
107276,Badache,Maja,M,9999-01-01,40000
107285,Alameldin,Valeri,F,9999-01-01,40981
107380,Demos,Matt,F,9999-01-01,43817
107290,Jakobus,Reinhard,M,9999-01-01,48949
107292,Weiland,Lokesh,M,9999-01-01,64509
107293,Ballarin,Haldon,M,9999-01-01,91575
107307,Boyle,Eberhardt,M,9999-01-01,48442
107383,Pargas,Heon,M,9999-01-01,73971
107386,Uhrig,Nimmagadda,M,9999-01-01,40000
107391,Steinauer,Jaideep,M,9999-01-01,75536
107500,Masada,Karoline,F,9999-01-01,76558
107504,Hoppenstand,Shao,F,9999-01-01,40000
107392,Panangaden,Chinho,F,9999-01-01,40000
107506,Guting,Kenroku,M,9999-01-01,61252
107508,Mapelli,Rajmohan,F,9999-01-01,91591
107406,Bernick,Chanjung,M,9999-01-01,61878
107517,Nannarelli,Haldon,F,9999-01-01,69243
107531,Kugler,Marie,F,9999-01-01,69532
107409,Oskamp,Junichi,M,9999-01-01,78984
107540,Soloway,Jaques,F,9999-01-01,56139
107413,Markovitch,Val,F,9999-01-01,40000
107550,DasSarma,Aris,F,9999-01-01,48975
107553,Nittel,Janche,M,9999-01-01,40000
107554,Conry,Zvonko,M,9999-01-01,77044
107425,Bojadziev,Khaled,M,9999-01-01,60401
107570,Lueh,Zine,M,9999-01-01,40000
107440,Dulli,Shimshon,F,9999-01-01,55065
107593,Schwaller,Freyja,M,9999-01-01,61143
107597,Schaft,Vasilis,F,9999-01-01,51414
107452,Bharadwaj,Shridhar,M,9999-01-01,40771
107620,Katiyar,Gift,F,9999-01-01,43390
107458,Taneja,Zengping,M,9999-01-01,40000
107623,Kilgour,Yagil,F,9999-01-01,40634
107625,Schwabacher,Quingbo,F,9999-01-01,40000
107466,Champarnaud,Goo,F,9999-01-01,40000
107474,Goodrum,Taiji,M,9999-01-01,90921
107669,Kermarrec,Shirish,F,9999-01-01,40000
107488,Swiler,Moto,M,9999-01-01,40000
107674,Saoudi,Xuejia,F,9999-01-01,75985
107491,Dichev,Paris,F,9999-01-01,49177
107892,Ambroszkiewicz,Aral,M,9999-01-01,40000
107682,Leonhardt,Georgi,M,9999-01-01,40000
107684,Chandrasekhar,Uma,F,9999-01-01,86795
107693,Bharadwaj,Kenton,M,9999-01-01,74358
107695,Cmelik,Babette,M,9999-01-01,63683
107712,Birjandi,Sumant,M,9999-01-01,53298
107718,Dehkordi,Ibibia,M,9999-01-01,40000
107732,Encarnacion,Nigel,F,9999-01-01,44224
107895,Pappas,Toshimitsu,M,9999-01-01,40000
107901,Honiden,Munir,M,9999-01-01,65097
107744,Karner,Arno,F,9999-01-01,41042
107746,Barbanera,Kish,M,9999-01-01,65413
107747,Erman,Cathie,M,9999-01-01,61781
107748,Picht,Serap,M,9999-01-01,40000
107924,Georgakopoulos,Achilleas,F,9999-01-01,55206
107759,Coorg,Golgen,M,9999-01-01,52504
107764,Mersereau,Moie,M,9999-01-01,40000
107780,Gewali,Masasuke,F,9999-01-01,45786
107782,Rajala,Gadiel,M,9999-01-01,40000
107935,Walstra,Odysseas,F,9999-01-01,40000
107797,Strandh,Wayne,M,9999-01-01,43210
107800,Stenning,Goncalo,M,9999-01-01,66719
107807,Granlund,Narain,F,9999-01-01,90121
107809,Facello,Mihalis,M,9999-01-01,47582
107810,Trogemann,Richara,M,9999-01-01,55564
107816,Validov,Xinyu,F,9999-01-01,42366
107822,Kroll,Hatem,M,9999-01-01,81854
107823,Bail,Nimmagadda,M,9999-01-01,63309
107825,Hemaspaandra,Shounak,M,9999-01-01,40000
107840,Hettesheimer,Krister,M,9999-01-01,74188
107937,Marzano,Apostol,F,9999-01-01,44197
107950,Birke,Kagan,F,9999-01-01,40000
108053,Nilsson,Abdelghani,F,9999-01-01,76316
108064,Otillio,Shimshon,M,9999-01-01,44249
108070,Bennis,Khoa,F,9999-01-01,58695
108078,Demian,Horward,F,9999-01-01,48361
107955,Zhang,Kauko,M,9999-01-01,40000
108081,Dulli,Lucien,F,9999-01-01,40000
108092,Edelhoff,Uzi,F,9999-01-01,44220
108096,Bazzichi,Arun,F,9999-01-01,40000
107959,Sankaranarayanan,Kenton,M,9999-01-01,53499
108109,Holburn,Alassane,M,9999-01-01,49024
107982,Underwood,Tsuneo,M,9999-01-01,80070
108114,Kobara,Leon,F,9999-01-01,46169
108119,Melton,Qingxiang,M,9999-01-01,67495
108122,Terkki,Moti,M,9999-01-01,75832
108126,Shackell,Izaskun,F,9999-01-01,68011
108137,Ermel,Panayotis,M,9999-01-01,40000
108138,Middleton,Berto,F,9999-01-01,67590
107985,Cools,Hausi,M,9999-01-01,66727
108148,Tyugu,Szabolcs,M,9999-01-01,43395
107990,Puppo,Christoper,F,9999-01-01,57973
108150,Peternell,Shrikanth,M,9999-01-01,40000
108153,Puppo,Lene,F,9999-01-01,57477
107996,Nitta,Licheng,M,9999-01-01,77034
107997,Perfilyeva,Masoud,F,9999-01-01,68517
108176,Piazza,Aksel,M,9999-01-01,40000
108179,Crelier,Constantijn,M,9999-01-01,54941
108018,Halevi,Subhankar,F,9999-01-01,55142
108181,Passino,Ulises,M,9999-01-01,54917
108184,Merks,Kien,F,9999-01-01,55766
108020,Norsworthy,Marin,F,9999-01-01,57973
108212,Versino,Masali,F,9999-01-01,75248
108028,Hagimont,Przemyslawa,M,9999-01-01,40000
108217,Munoz,Mohan,M,9999-01-01,49154
108218,Piveteau,Akeel,F,9999-01-01,40000
108223,Cangellaris,Henk,F,9999-01-01,55782
108048,Dredge,Zhenhua,F,9999-01-01,70099
108050,Sommer,Hairong,M,9999-01-01,40421
108244,Savasere,Torsten,F,9999-01-01,47637
108246,Spinelli,Lijie,M,9999-01-01,58573
108433,Schaad,Henk,F,9999-01-01,40177
108251,Muhling,Adhemar,F,9999-01-01,53380
108262,Alpay,Yannis,F,9999-01-01,44889
108279,Chepyzhov,Kellie,F,9999-01-01,40000
108440,Conta,Xiaoqiang,M,9999-01-01,60258
108300,Gyimothy,Arlette,F,9999-01-01,47077
108307,Suermann,Diederik,M,9999-01-01,94766
108453,Chappelet,Ipke,M,9999-01-01,40000
108325,Puppo,Sudharsan,F,9999-01-01,47639
108461,Sury,Aral,F,9999-01-01,55988
108332,Swick,Genevieve,M,9999-01-01,68229
108338,Schauser,Sadok,F,9999-01-01,53224
108474,Schaft,Stella,M,9999-01-01,40000
108363,Luef,Aloke,F,9999-01-01,59999
108364,Chelton,Jiafu,M,9999-01-01,59004
108367,Rouquie,Rimon,M,9999-01-01,75391
108503,Badr,Krisda,M,9999-01-01,65149
108375,Ananiadou,Greger,M,9999-01-01,41508
108391,Pocchiola,Naftali,M,9999-01-01,60136
108410,Smailagic,Sanjai,F,9999-01-01,40000
108505,Iwayama,Arvin,M,9999-01-01,56139
108420,Pietrzykowski,Baruch,F,9999-01-01,71215
108507,Lund,Marsja,M,9999-01-01,40000
108524,Chinal,Radhia,M,9999-01-01,40000
108612,Joslin,Ung,M,9999-01-01,40000
108536,Baba,Fumino,F,9999-01-01,59777
